speaker_id,word_id,word,video_file,audio_file,lip_directory,video_frames,face_detected_frames,lip_detected_frames,face_detection_rate,lip_detection_rate,quality_status,quality_score,emotion_detected,recording_attempt,video_fps,duration_sec
S002,26,Fan,videos\S002\026_Fan.mp4,audio\S002\026_Fan.wav,lips\S002\026_Fan,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,27,Friend,videos\S002\027_Friend.mp4,audio\S002\027_Friend.wav,lips\S002\027_Friend,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S002,28,Full,videos\S002\028_Full.mp4,audio\S002\028_Full.wav,lips\S002\028_Full,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,29,Function,videos\S002\029_Function.mp4,audio\S002\029_Function.wav,lips\S002\029_Function,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,30,Quadratic,videos\S002\030_Quadratic.mp4,audio\S002\030_Quadratic.wav,lips\S002\030_Quadratic,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,31,Geography,videos\S002\031_Geography.mp4,audio\S002\031_Geography.wav,lips\S002\031_Geography,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,32,Group,videos\S002\032_Group.mp4,audio\S002\032_Group.wav,lips\S002\032_Group,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S002,33,Green,videos\S002\033_Green.mp4,audio\S002\033_Green.wav,lips\S002\033_Green,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,34,Room,videos\S002\034_Room.mp4,audio\S002\034_Room.wav,lips\S002\034_Room,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,35,Radius,videos\S002\035_Radius.mp4,audio\S002\035_Radius.wav,lips\S002\035_Radius,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,36,Rural,videos\S002\036_Rural.mp4,audio\S002\036_Rural.wav,lips\S002\036_Rural,10,9,9,0.9,0.9,GOOD,0.9,Focused / Serious,1,30.0,1.08
S002,37,Computer,videos\S002\037_Computer.mp4,audio\S002\037_Computer.wav,lips\S002\037_Computer,10,10,10,1.0,1.0,GOOD,1.0,Neutral,1,30.0,1.09
S002,38,Car,videos\S002\038_Car.mp4,audio\S002\038_Car.wav,lips\S002\038_Car,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,39,Chemistry,videos\S002\039_Chemistry.mp4,audio\S002\039_Chemistry.wav,lips\S002\039_Chemistry,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,40,Class,videos\S002\040_Class.mp4,audio\S002\040_Class.wav,lips\S002\040_Class,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S002,41,Circumference,videos\S002\041_Circumference.mp4,audio\S002\041_Circumference.wav,lips\S002\041_Circumference,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,42,Crore,videos\S002\042_Crore.mp4,audio\S002\042_Crore.wav,lips\S002\042_Crore,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,43,Control,videos\S002\043_Control.mp4,audio\S002\043_Control.wav,lips\S002\043_Control,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,44,Hall,videos\S002\044_Hall.mp4,audio\S002\044_Hall.wav,lips\S002\044_Hall,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,45,Humidity,videos\S002\045_Humidity.mp4,audio\S002\045_Humidity.wav,lips\S002\045_Humidity,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,46,India,videos\S002\046_India.mp4,audio\S002\046_India.wav,lips\S002\046_India,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,47,Jail,videos\S002\047_Jail.mp4,audio\S002\047_Jail.wav,lips\S002\047_Jail,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,48,Speed,videos\S002\048_Speed.mp4,audio\S002\048_Speed.wav,lips\S002\048_Speed,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.08
S002,49,Silence,videos\S002\049_Silence.mp4,audio\S002\049_Silence.wav,lips\S002\049_Silence,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.08
S002,50,Store,videos\S002\050_Store.mp4,audio\S002\050_Store.wav,lips\S002\050_Store,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S002,51,Student,videos\S002\051_Student.mp4,audio\S002\051_Student.wav,lips\S002\051_Student,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,52,Suicide,videos\S002\052_Suicide.mp4,audio\S002\052_Suicide.wav,lips\S002\052_Suicide,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,53,System,videos\S002\053_System.mp4,audio\S002\053_System.wav,lips\S002\053_System,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,54,Society,videos\S002\054_Society.mp4,audio\S002\054_Society.wav,lips\S002\054_Society,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,55,Knowledge,videos\S002\055_Knowledge.mp4,audio\S002\055_Knowledge.wav,lips\S002\055_Knowledge,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S002,56,Kilo,videos\S002\056_Kilo.mp4,audio\S002\056_Kilo.wav,lips\S002\056_Kilo,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,57,Luck,videos\S002\057_Luck.mp4,audio\S002\057_Luck.wav,lips\S002\057_Luck,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,58,Lakh,videos\S002\058_Lakh.mp4,audio\S002\058_Lakh.wav,lips\S002\058_Lakh,11,8,8,0.727,0.727,REVIEW,0.727,Focused / Serious,1,30.0,1.08
S002,59,Length,videos\S002\059_Length.mp4,audio\S002\059_Length.wav,lips\S002\059_Length,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S002,60,Dance,videos\S002\060_Dance.mp4,audio\S002\060_Dance.wav,lips\S002\060_Dance,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
