speaker_id,word_id,word,video_file,audio_file,lip_directory,video_frames,face_detected_frames,lip_detected_frames,face_detection_rate,lip_detection_rate,quality_status,quality_score,emotion_detected,recording_attempt,video_fps,duration_sec
S004,19,Bus,videos\S004\019_Bus.mp4,audio\S004\019_Bus.wav,lips\S004\019_Bus,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S004,20,Bill,videos\S004\020_Bill.mp4,audio\S004\020_Bill.wav,lips\S004\020_Bill,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,21,Bike,videos\S004\021_Bike.mp4,audio\S004\021_Bike.wav,lips\S004\021_Bike,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,22,Bicycle,videos\S004\022_Bicycle.mp4,audio\S004\022_Bicycle.wav,lips\S004\022_Bicycle,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,23,Brand,videos\S004\023_Brand.mp4,audio\S004\023_Brand.wav,lips\S004\023_Brand,11,8,8,0.727,0.727,REVIEW,0.747,Focused / Serious,1,30.0,1.08
S004,24,Biased,videos\S004\024_Biased.mp4,audio\S004\024_Biased.wav,lips\S004\024_Biased,11,2,2,0.182,0.182,FAILED,0.182,Focused / Serious,1,30.0,1.08
S004,25,Bureaucracy,videos\S004\025_Bureaucracy.mp4,audio\S004\025_Bureaucracy.wav,lips\S004\025_Bureaucracy,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.08
S004,26,Fan,videos\S004\026_Fan.mp4,audio\S004\026_Fan.wav,lips\S004\026_Fan,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,27,Friend,videos\S004\027_Friend.mp4,audio\S004\027_Friend.wav,lips\S004\027_Friend,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,28,Full,videos\S004\028_Full.mp4,audio\S004\028_Full.wav,lips\S004\028_Full,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,29,Function,videos\S004\029_Function.mp4,audio\S004\029_Function.wav,lips\S004\029_Function,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,30,Quadratic,videos\S004\030_Quadratic.mp4,audio\S004\030_Quadratic.wav,lips\S004\030_Quadratic,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.08
S004,31,Geography,videos\S004\031_Geography.mp4,audio\S004\031_Geography.wav,lips\S004\031_Geography,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,32,Group,videos\S004\032_Group.mp4,audio\S004\032_Group.wav,lips\S004\032_Group,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,33,Green,videos\S004\033_Green.mp4,audio\S004\033_Green.wav,lips\S004\033_Green,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,34,Room,videos\S004\034_Room.mp4,audio\S004\034_Room.wav,lips\S004\034_Room,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S004,35,Radius,videos\S004\035_Radius.mp4,audio\S004\035_Radius.wav,lips\S004\035_Radius,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,36,Rural,videos\S004\036_Rural.mp4,audio\S004\036_Rural.wav,lips\S004\036_Rural,10,6,6,0.6,0.6,FAILED,0.6,Focused / Serious,1,30.0,1.1
S004,37,Computer,videos\S004\037_Computer.mp4,audio\S004\037_Computer.wav,lips\S004\037_Computer,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.09
S004,38,Car,videos\S004\038_Car.mp4,audio\S004\038_Car.wav,lips\S004\038_Car,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.08
S004,39,Chemistry,videos\S004\039_Chemistry.mp4,audio\S004\039_Chemistry.wav,lips\S004\039_Chemistry,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,40,Class,videos\S004\040_Class.mp4,audio\S004\040_Class.wav,lips\S004\040_Class,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S004,41,Circumference,videos\S004\041_Circumference.mp4,audio\S004\041_Circumference.wav,lips\S004\041_Circumference,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S004,42,Crore,videos\S004\042_Crore.mp4,audio\S004\042_Crore.wav,lips\S004\042_Crore,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.1
S004,43,Control,videos\S004\043_Control.mp4,audio\S004\043_Control.wav,lips\S004\043_Control,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,44,Hall,videos\S004\044_Hall.mp4,audio\S004\044_Hall.wav,lips\S004\044_Hall,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,45,Humidity,videos\S004\045_Humidity.mp4,audio\S004\045_Humidity.wav,lips\S004\045_Humidity,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,46,India,videos\S004\046_India.mp4,audio\S004\046_India.wav,lips\S004\046_India,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,47,Jail,videos\S004\047_Jail.mp4,audio\S004\047_Jail.wav,lips\S004\047_Jail,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S004,48,Speed,videos\S004\048_Speed.mp4,audio\S004\048_Speed.wav,lips\S004\048_Speed,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,49,Silence,videos\S004\049_Silence.mp4,audio\S004\049_Silence.wav,lips\S004\049_Silence,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,50,Store,videos\S004\050_Store.mp4,audio\S004\050_Store.wav,lips\S004\050_Store,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,51,Student,videos\S004\051_Student.mp4,audio\S004\051_Student.wav,lips\S004\051_Student,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,52,Suicide,videos\S004\052_Suicide.mp4,audio\S004\052_Suicide.wav,lips\S004\052_Suicide,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,53,System,videos\S004\053_System.mp4,audio\S004\053_System.wav,lips\S004\053_System,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,54,Society,videos\S004\054_Society.mp4,audio\S004\054_Society.wav,lips\S004\054_Society,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.08
S004,55,Knowledge,videos\S004\055_Knowledge.mp4,audio\S004\055_Knowledge.wav,lips\S004\055_Knowledge,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,56,Kilo,videos\S004\056_Kilo.mp4,audio\S004\056_Kilo.wav,lips\S004\056_Kilo,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.09
S004,57,Luck,videos\S004\057_Luck.mp4,audio\S004\057_Luck.wav,lips\S004\057_Luck,11,10,10,0.909,0.909,GOOD,0.929,Focused / Serious,1,30.0,1.08
S004,58,Lakh,videos\S004\058_Lakh.mp4,audio\S004\058_Lakh.wav,lips\S004\058_Lakh,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.08
S004,59,Length,videos\S004\059_Length.mp4,audio\S004\059_Length.wav,lips\S004\059_Length,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,60,Dance,videos\S004\060_Dance.mp4,audio\S004\060_Dance.wav,lips\S004\060_Dance,11,10,10,0.909,0.909,GOOD,0.909,Focused / Serious,1,30.0,1.08
S004,61,Danger,videos\S004\061_Danger.mp4,audio\S004\061_Danger.wav,lips\S004\061_Danger,11,6,6,0.545,0.545,FAILED,0.545,Focused / Serious,1,30.0,1.08
S004,62,Drum,videos\S004\062_Drum.mp4,audio\S004\062_Drum.wav,lips\S004\062_Drum,11,6,6,0.545,0.545,FAILED,0.545,Focused / Serious,1,30.0,1.08
S004,63,Diameter,videos\S004\063_Diameter.mp4,audio\S004\063_Diameter.wav,lips\S004\063_Diameter,11,2,2,0.182,0.182,FAILED,0.182,Focused / Serious,1,30.0,1.11
S004,64,Design,videos\S004\064_Design.mp4,audio\S004\064_Design.wav,lips\S004\064_Design,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S004,65,Dining,videos\S004\065_Dining.mp4,audio\S004\065_Dining.wav,lips\S004\065_Dining,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,66,Map,videos\S004\066_Map.mp4,audio\S004\066_Map.wav,lips\S004\066_Map,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.09
S004,67,Marks,videos\S004\067_Marks.mp4,audio\S004\067_Marks.wav,lips\S004\067_Marks,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,68,Machine,videos\S004\068_Machine.mp4,audio\S004\068_Machine.wav,lips\S004\068_Machine,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,69,Monday,videos\S004\069_Monday.mp4,audio\S004\069_Monday.wav,lips\S004\069_Monday,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,70,Tuesday,videos\S004\070_Tuesday.mp4,audio\S004\070_Tuesday.wav,lips\S004\070_Tuesday,10,7,7,0.7,0.7,REVIEW,0.7,Focused / Serious,1,30.0,1.08
S004,71,Wednesday,videos\S004\071_Wednesday.mp4,audio\S004\071_Wednesday.wav,lips\S004\071_Wednesday,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,72,Thursday,videos\S004\072_Thursday.mp4,audio\S004\072_Thursday.wav,lips\S004\072_Thursday,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.08
S004,73,Friday,videos\S004\073_Friday.mp4,audio\S004\073_Friday.wav,lips\S004\073_Friday,11,8,8,0.727,0.727,REVIEW,0.727,Focused / Serious,1,30.0,1.08
S004,74,Saturday,videos\S004\074_Saturday.mp4,audio\S004\074_Saturday.wav,lips\S004\074_Saturday,11,3,3,0.273,0.273,FAILED,0.273,Focused / Serious,1,30.0,1.09
S004,75,Sunday,videos\S004\075_Sunday.mp4,audio\S004\075_Sunday.wav,lips\S004\075_Sunday,11,5,5,0.455,0.455,FAILED,0.455,Focused / Serious,1,30.0,1.08
S004,76,Table,videos\S004\076_Table.mp4,audio\S004\076_Table.wav,lips\S004\076_Table,10,7,7,0.7,0.7,REVIEW,0.7,Focused / Serious,1,30.0,1.07
S004,77,Turn,videos\S004\077_Turn.mp4,audio\S004\077_Turn.wav,lips\S004\077_Turn,11,6,6,0.545,0.545,FAILED,0.545,Focused / Serious,1,30.0,1.08
S004,78,Variety,videos\S004\078_Variety.mp4,audio\S004\078_Variety.wav,lips\S004\078_Variety,11,4,4,0.364,0.364,FAILED,0.364,Focused / Serious,1,30.0,1.08
S004,79,Unique,videos\S004\079_Unique.mp4,audio\S004\079_Unique.wav,lips\S004\079_Unique,11,3,3,0.273,0.273,FAILED,0.273,Focused / Serious,1,30.0,1.08
S004,80,Under,videos\S004\080_Under.mp4,audio\S004\080_Under.wav,lips\S004\080_Under,11,7,7,0.636,0.636,FAILED,0.636,Focused / Serious,1,30.0,1.08
S004,81,Estimate,videos\S004\081_Estimate.mp4,audio\S004\081_Estimate.wav,lips\S004\081_Estimate,11,3,3,0.273,0.273,FAILED,0.273,Focused / Serious,1,30.0,1.09
S004,82,Use,videos\S004\082_Use.mp4,audio\S004\082_Use.wav,lips\S004\082_Use,11,4,4,0.364,0.364,FAILED,0.364,Focused / Serious,1,30.0,1.09
S004,83,Salary,videos\S004\083_Salary.mp4,audio\S004\083_Salary.wav,lips\S004\083_Salary,11,7,7,0.636,0.636,FAILED,0.636,Focused / Serious,1,30.0,1.09
S004,84,Age,videos\S004\084_Age.mp4,audio\S004\084_Age.wav,lips\S004\084_Age,11,9,9,0.818,0.818,REVIEW,0.818,Focused / Serious,1,30.0,1.08
S004,85,January,videos\S004\085_January.mp4,audio\S004\085_January.wav,lips\S004\085_January,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,86,February,videos\S004\086_February.mp4,audio\S004\086_February.wav,lips\S004\086_February,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,87,March,videos\S004\087_March.mp4,audio\S004\087_March.wav,lips\S004\087_March,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,88,April,videos\S004\088_April.mp4,audio\S004\088_April.wav,lips\S004\088_April,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,89,May,videos\S004\089_May.mp4,audio\S004\089_May.wav,lips\S004\089_May,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,90,June,videos\S004\090_June.mp4,audio\S004\090_June.wav,lips\S004\090_June,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,91,July,videos\S004\091_July.mp4,audio\S004\091_July.wav,lips\S004\091_July,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,92,August,videos\S004\092_August.mp4,audio\S004\092_August.wav,lips\S004\092_August,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,93,September,videos\S004\093_September.mp4,audio\S004\093_September.wav,lips\S004\093_September,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,94,October,videos\S004\094_October.mp4,audio\S004\094_October.wav,lips\S004\094_October,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,95,November,videos\S004\095_November.mp4,audio\S004\095_November.wav,lips\S004\095_November,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.07
S004,96,December,videos\S004\096_December.mp4,audio\S004\096_December.wav,lips\S004\096_December,10,10,10,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,97,Semester,videos\S004\097_Semester.mp4,audio\S004\097_Semester.wav,lips\S004\097_Semester,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,98,Today,videos\S004\098_Today.mp4,audio\S004\098_Today.wav,lips\S004\098_Today,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,99,Tomorrow,videos\S004\099_Tomorrow.mp4,audio\S004\099_Tomorrow.wav,lips\S004\099_Tomorrow,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
S004,100,Yesterday,videos\S004\100_Yesterday.mp4,audio\S004\100_Yesterday.wav,lips\S004\100_Yesterday,11,11,11,1.0,1.0,GOOD,1.0,Focused / Serious,1,30.0,1.08
